feature_name	Bridge	map_name	cM	feature_start	Type	Multicopy	
isu062	no	1	0	0	RFLP		
sPb-4544	no	1	0	0	DArT		
cup58	no	1	0-3.3	1.65	SSR		
M341012	no	1	0-3.3	1.65	DArT		
txp541	no	1	1.65-1.8	1.73	SSR		
txp497	no	1	1.65-1.8	1.73	SSR		
sPb-1040	no	1	1.8	1.8	DArT		
Xsbarslbk1.01	no	1	1.73-2.6	2.2	SSR		
txp138	no	1	1.8-3.3	2.6	SSR		
M188427	no	1	3.3	3.3	DArT		
M188703	no	1	3.3-5	4.15	DArT		
sPb-4448	no	1	3.3-5	4.15	DArT		
M188394	no	1	3.3-5	4.15	DArT		
M342886	no	1	3.3-5	4.15	DArT		
M340875	no	1	3.3-5	4.15	DArT		
sPb-7015	no	1	0-10	5	DArT	x	Maps to SBI-02 (223cM) in S4
Sb-ids1	no	1	5.9	5.9	gene		
cdo457	no	1	6.5	6.5	RFLP		
sPb-3635	no	1	5-9.6	7.3	DArT		
sPb-1435	no	1	5-9.6	7.3	DArT		
sPb-5160	no	1	5-9.6	7.3	DArT		
bnl6.25	no	1	6.5-9.6	8.05	RFLP		
isu070	no	1	9.6	9.6	RFLP		
sPb-8325	no	1	9.6	9.6	DArT		
sPb-8009	no	1	9.6	9.6	DArT		
txp68	no	1	9.6	9.6	SSR		
umc84	Bridge	1	9.6	9.6	RFLP		
txp78	no	1	9.6	9.6	SSR	x	
sPb-0939	no	1	9.6	9.6	DArT	x	Maps to SBI-10 (132cM) in S2
psb0041	no	1	9.6	9.6	RFLP		
cup01	no	1	9.6	9.6	SSR		
sPb-6018	no	1	9.6	9.6	DArT		
M341999	no	1	9.6	9.6	DArT		
M341883	no	1	9.6	9.6	DArT		
M341957	no	1	9.6	9.6	DArT		
psb0102	no	1	9.6	9.6	RFLP		
sPb-4492	no	1	9.6	9.6	DArT		
sPb-6160	no	1	9.6	9.6	DArT		
sPb-5611	no	1	9.6	9.6	DArT		
sPb-8237	no	1	9.6	9.6	DArT	x	
sPb-5668	no	1	9.6	9.6	DArT		
Xsbarslbk1.04	no	1	9.6-13	11.3	SSR		
M342698	no	1	9.6-13	11.3	DArT		
M342699	no	1	9.6-13	11.3	DArT		
M342724	no	1	9.6-13	11.3	DArT		
M342772	no	1	9.6-13	11.3	DArT		
M342505	no	1	9.6-13	11.3	DArT		
sPb-1161	no	1	9.6-13	11.3	DArT		
sPb-2014	no	1	9.6-13	11.3	DArT		
sPb-0602	no	1	9.6-13	11.3	DArT		
sPb-1524	no	1	9.6-13	11.3	DArT		
ST1380	no	1	9.6-13	11.3	RFLP		
sPb-6144	no	1	9.6-13	11.3	DArT		
sPb-5015	no	1	9.6-13	11.3	DArT		
sPb-8773	no	1	9.6-13	11.3	DArT		
sPb-4959	no	1	9.6-13	11.3	DArT		
sPb-9854	no	1	9.6-13	11.3	DArT		
sPb-0493	no	1	9.6-13	11.3	DArT		
umc161	no	1	13	13	RFLP		
gap256	no	1	13.8-14.5	14.15	SSR		
gap42	no	1	13.8-14.5	14.15	SSR	x	Maps to SBI-09 (42.1cM) in CIRAD
sPb-6201	no	1	13.8-15.2	14.5	DArT		
sPb-3755	no	1	13.8-15.2	14.5	DArT		
txp148	no	1	13.8-15.2	14.5	SSR		
sPb-3697	no	1	13.8-15.2	14.5	DArT		
sPb-1760	no	1	13.8-15.2	14.5	DArT		
M340433	no	1	13.8-15.2	14.5	DArT		
M187458	no	1	13.8-15.2	14.5	DArT		
M188434	no	1	13.8-15.2	14.5	DArT		
sPb-2583	no	1	13.8-15.2	14.5	DArT		
sPb-0623	no	1	13.8-15.2	14.5	DArT		
sPb-5521	no	1	13.8-15.2	14.5	DArT		
M187997	no	1	13.8-15.2	14.5	DArT		
M187556	no	1	13.8-15.2	14.5	DArT		
txp208	no	1	13.8-15.2	14.5	SSR		
sPb-2574	no	1	13.8-15.2	14.5	DArT		
sPb-4368	no	1	13.8-15.2	14.5	DArT		
sPb-4755	no	1	13.8-15.2	14.5	DArT		
umc147	no	1	14.5	14.5	RFLP		
SbRPG837	no	1	15.2	15.2	RFLP		
txp79	no	1	14.5-16	15.25	SSR		
txp213	no	1	14.5-16	15.25	SSR		
txp71	no	1	14.5-16	15.25	SSR		
txs1082	no	1	15.3	15.3	RFLP		
sPb-1882	no	1	15.5	15.5	DArT		
phyC	no	1	15.25-15.95	15.6	gene		
M187490	no	1	14.5-17.4	15.95	DArT		
sPb-8703	no	1	14.5-17.4	15.95	DArT		
sPb-4462	no	1	14.5-17.4	15.95	DArT		
sPb-2024	no	1	14.5-17.4	15.95	DArT	x	
txp325	no	1	17.4	17.4	SSR		
txp350	no	1	17.4	17.4	SSR		
rz630	no	1	17.4-18.4	17.9	RFLP		
sPb-7096	no	1	18.4	18.4	DArT		
M342062	no	1	17.4-19.6	18.5	DArT		
sPb-3774	no	1	18.7	18.7	DArT		
sPb-7481	no	1	18.7	18.7	DArT		
msbcir268	no	1	19.2	19.2	SSR		
cup06	no	1	19.6	19.6	SSR		
sPb-1343	no	1	19.9	19.9	DArT		
isu111	no	1	20.1	20.1	RFLP		
txs547	no	1	21.1	21.1	RFLP		
umc90	no	1	22.4	22.4	RFLP		
M340991	no	1	22.4-24.4	23.4	DArT		
bcd808	no	1	23.6	23.6	RFLP		
cup08	no	1	23.4-24.4	23.9	SSR		
cup27	no	1	23.4-24.4	23.9	SSR		
txp523	no	1	23.4-24.4	23.9	SSR		
Xsbarslbk1.08	no	1	23.4-24.4	23.9	SSR		
phyA	no	1	23.9-24.4	24.15	gene		
sPb-9283	no	1	23.9-24.4	24.15	DArT		
sPb-5605	no	1	19.9-28.5	24.2	DArT		
cdo121	no	1	23.6-25.2	24.4	RFLP		
sPb-1003	no	1	23.6-25.2	24.4	DArT		
txp302	Bridge	1	23.6-25.2	25.2	SSR		
HVHGA1	no	1	25.2	25.2	RFLP		
HVGAD1	no	1	25.2	25.2	RFLP		
umc107	no	1	25.2	25.2	RFLP		
msbcir347	no	1	25.2	25.2	SSR		
msbcir242	no	1	25.2	25.2	SSR		
M340370	no	1	25.2	25.2	DArT		
Tb1	no	1	25.2	25.2	gene		
txp482	no	1	25.2	25.2	SSR		
sPb-3891	no	1	25.2	25.2	DArT		
Dsenhsbm64	no	1	25.2-25.8	25.5	SSR		
M188411	no	1	24.4-27.1	25.75	DArT		
M341971	no	1	24.4-27.1	25.75	DArT		
M187062	no	1	24.4-27.1	25.75	DArT		
M187099	no	1	24.4-27.1	25.75	DArT		
msbcir228	no	1	26	26	SSR		
txp119	no	1	25.75-27.1	26.5	SSR		
M340904	no	1	27.1	27.1	DArT		
M340420	no	1	27.1-28.1	27.6	DArT		
M340491	no	1	27.1-28.1	27.6	DArT		
M342631	no	1	28.1	28.1	DArT		
Str51	no	1	28.5	28.5	RFLP		
txp132	no	1	28.1-30.2	29.2	SSR		
sbAGF08	no	1	29.3	29.3	SSR	x	sequence maps to SBI-03
umc140	no	1	29.6	29.6	RFLP		
sPb-6917	no	1	30.2	30.2	DArT		
Sh1	no	1	30.2-33.3	31.75	gene		
sPb-5357	no	1	30.2-34.5	32.35	DArT		
M188914	no	1	30.2-34.5	32.35	DArT		
M188066	no	1	30.2-34.5	32.35	DArT		
PSB0611	no	1	30.2-34.5	32.35	RFLP		
psb0080	no	1	30.2-34.5	32.35	RFLP		
sPb-6577	no	1	34.5	34.5	DArT	x	Maps to SBI-07 (75cM) in S5
sPb-7787	no	1	30.2-39.6	34.9	DArT		
sPb-2704	no	1	30.2-39.6	34.9	DArT		
cup33	no	1	30.2-39.6	34.9	SSR		
sPb-1694	no	1	30.2-39.6	34.9	DArT		
cup24	no	1	30.2-39.6	34.9	SSR		
PSB0195	no	1	30.2-39.6	34.9	RFLP		
sPb-8893	no	1	30.2-39.6	34.9	DArT		
txp550	no	1	34.9-36.9	35.9	SSR		
sPb-4329	no	1	36.9	36.9	DArT		
SbRPG873	no	1	37	37	RFLP		
umc27	no	1	37	37	RFLP		
txp264	no	1	36.9-38.4	37.6	SSR		
sPb-3112	no	1	36.9-39.8	38.35	DArT		
cup73	no	1	38.4-39.8	39.1	SSR		
M189295	no	1	39.8	39.8	DArT		
sPb-5315	no	1	40.3	40.3	DArT		
M340898	no	1	40.8	40.8	DArT		
sPb-8041	no	1	41.1	41.1	DArT		
sPb-6384	no	1	41.1-43.5	42.45	DArT		
sPb-0315	no	1	41.1-43.5	42.45	DArT		
GE52	no	1	42.9	42.9	RFLP		
txp551	no	1	42.5-43.5	43	SSR		
txp157	no	1	42.5-43.5	43	SSR		
sPb-7398	no	1	41.7-45.2	43.5	DArT		
sPb-0150	no	1	43.5-45.2	44.35	DArT		
sPb-2241	no	1	43.5-45.2	44.35	DArT		
umc128	no	1	43.5-45.2	44.35	RFLP		
sPb-6176	no	1	44.4	44.4	DArT		
sPb-3618	no	1	45.2	45.2	DArT		
umc166	no	1	45.8	45.8	RFLP		
sPb-8261	no	1	46.2	46.2	DArT		
sPb-3352	no	1	45.8-46.7	46.25	DArT		
sPb-2070	no	1	45.8-46.7	46.25	DArT		
umc83	Bridge	1	46.7	46.7	RFLP		
psb0352	no	1	46.25-47.9	47.1	RFLP		
sPb-2973	no	1	46.25-47.9	47.1	DArT		
sPb-9337	no	1	46.25-47.9	47.1	DArT		
sPb-9806	no	1	46.25-47.9	47.1	DArT		
sPb-1025	no	1	46.25-47.9	47.1	DArT		
sPb-0550	no	1	46.25-47.9	47.1	DArT		
txp357	no	1	46.3-49.6	47.9	SSR		
sPb-4793	no	1	49.6	49.6	DArT		
sPb-6780	no	1	51.9	51.9	DArT		
gpsb089	no	1	53.8	53.8	SSR		
sPb-0422	no	1	54.1	54.1	DArT		
ST1700	no	1	54.8	54.8	RFLP		
sPb-2823	Bridge	1	55.1	55.1	DArT		
sPb-8794	Bridge	1	55.1	55.1	DArT		
umc115	no	1	55.1-55.8	55.45	RFLP		
sPb-6061	no	1	55.1-55.8	55.5	DArT		
sPb-9430	no	1	55.1-55.8	55.5	DArT		
sPb-0129	no	1	55.1-55.8	55.5	DArT		
sPb-1704	no	1	55.1-55.8	55.5	DArT		
Xsbarslbk1.31	no	1	55.1-55.8	55.5	SSR		
Xsbarslbk1.44	no	1	55.1-55.8	55.5	SSR		
sPb-8612	no	1	55.8	55.8	DArT		
sPb-0662	no	1	55.9	55.9	DArT		
sPb-3727	no	1	55.9	55.9	DArT		
sPb-1191	no	1	56.5	56.5	DArT		
sPb-3525	no	1	56.9	56.9	DArT	x	
sPb-4528	no	1	56.9	56.9	DArT		
sPb-6007	no	1	56.9	56.9	DArT		
sPb-2544	no	1	56.9	56.9	DArT		
sPb-3211	no	1	56.9	56.9	DArT		
sPb-0813	no	1	56.9	56.9	DArT		
sPb-5684	no	1	56.9	56.9	DArT		
sPb-2221	no	1	56.9	56.9	DArT		
sPb-4227	no	1	57.2	57.2	DArT		
sPb-4234	no	1	57.2	57.2	DArT		
sPb-1382	no	1	57.2-58.3	57.8	DArT		
M187880	no	1	58.3	58.3	DArT		
umc167	no	1	59.5	59.5	RFLP		
M187200	no	1	60.4	60.4	DArT		
Xsbarslbk1.47	no	1	60.4-63.4	61.9	SSR		
sPb-2270	no	1	60.4-63.4	61.9	DArT		
sPb-2684	no	1	63.4	63.4	DArT		
sPb-8947	no	1	63.4-65.3	64.35	DArT		
sPb-1890	no	1	63.4-65.3	64.35	DArT	x	
sPb-3850	no	1	63.4-65.3	64.35	DArT		
sPb-7122	no	1	63.4-65.3	64.35	DArT		
sPb-4594	no	1	63.4-65.3	64.35	DArT		
sPb-6187	no	1	63.4-65.3	64.35	DArT		
sPb-2412	no	1	63.4-65.3	64.35	DArT		
sPb-9216	no	1	63.4-65.3	64.35	DArT		
sPb-0810	no	1	63.7-65.3	64.5	DArT		
CSU653	no	1	63.7-65.3	64.5	RFLP		
Xsbarslbk1.49	no	1	63.7-65.3	64.5	SSR		
sPb-8245	no	1	63.7-65.3	64.5	DArT		
rz421	no	1	63.7-65.3	64.5	RFLP		
M188404	no	1	65.3	65.3	DArT		
txp43	Bridge	1	65.8	65.8	SSR		
sPb-5808	no	1	65.5-66.2	65.9	DArT	x	
sPb-9514	no	1	65.5-66.2	65.9	DArT	x	
sPb-6883	no	1	65.5-66.2	65.9	DArT		
sPb-8491	no	1	65.5-66.2	65.9	DArT		
sPb-8868	no	1	65.5-66.2	65.9	DArT		
Dsenhsbm66	no	1	65.5-66.2	65.9	SSR		
sPb-2058	no	1	65.5-66.2	65.9	DArT		
sPb-0090	no	1	65.5-66.2	65.9	DArT	x	Maps to SBI-02 (59cM) in TAMU
sPb-3386	no	1	65.5-66.2	65.9	DArT	x	Maps to SBI-02 (59cM) in TAMU
sPb-1170	no	1	65.5-66.2	65.9	DArT	x	
RG2931a	no	1	65.5-66.2	65.9	RFLP		
SSCIR107	no	1	65.5-66.2	65.9	RFLP		
SSCIR217	no	1	65.5-66.2	65.9	RFLP		
SSCIR74	no	1	65.5-66.2	65.9	RFLP		
SSCIR74I	no	1	65.5-66.2	65.9	RFLP		
ST525	no	1	65.5-66.2	65.9	RFLP		
ST55	no	1	65.5-66.2	65.9	RFLP		
txS361	no	1	65.5-66.2	65.9	RFLP		
sPb-4420	no	1	65.5-66.2	65.9	DArT		
sPb-9050	no	1	65.5-66.2	65.9	DArT		
ST344	no	1	66.2	66.2	RFLP		
sPb-2567	no	1	66.2-67.8	67	DArT		
sPb-9795	no	1	66.2-67.8	67	DArT		
txp88	no	1	65.8-69.5	67.65	SSR		
txp149	no	1	67.8	67.8	SSR		
PSB0033	no	1	67.8	67.8	RFLP		
sPb-7229	no	1	67.8	67.8	DArT		
sPb-9930	no	1	67.8	67.8	DArT		
isu073	no	1	69.5	69.5	RFLP		
sPb-0232		1	70.2	70.2	DArT		
txp170	no	1	67.8-73.4	70.6	SSR		
M343356	no	1	72.5	72.5	DArT		
txS1537	no	1	72.8	72.8	RFLP		
sPb-4490	no	1	72.8-74	73.4	DArT		
txS1573	no	1	72.8-74	73.4	RFLP		
sPb-8585	no	1	72.8-74	73.4	DArT		
sPb-3914	no	1	72.8-74	73.4	DArT	x	
sPb-8941	no	1	72.8-74	73.4	DArT		
sPb-2371	no	1	72.8-74	73.4	DArT		
sPb-4542	no	1	72.8-74	73.4	DArT		
txs1060	no	1	73.6	73.6	RFLP		
sPb-0274	Bridge	1	73.6-74.4	74	DArT		
txs490	no	1	74.4	74.4	RFLP		
sPb-5358	Bridge	1	76.4	76.4	DArT		
sPb-0997	no	1	76.4-77.8	77.1	DArT		
psb0075	no	1	76.4-77.8	77.1	RFLP		
rz500	no	1	76.4-77.8	77.1	RFLP		
txp32	Bridge	1	76.4-77.8	77.1	SSR		
txp11	no	1	76.4-77.8	77.1	SSR		
EST14	no	1	77.1	77.1	RFLP		
cdo20	no	1	77.8	77.8	RFLP		
PSB0062	no	1	77.1-79.9	78.5	RFLP		
sPb-7901	no	1	77.1-82.7	79.9	DArT		
txp86	no	1	77.1-82.7	79.9	SSR		
sPb-2602	no	1	82.7	82.7	DArT		
sPb-9281	no	1	82.7-84.8	83.75	DArT		
sPb-2143	no	1	82.7-84.8	83.75	DArT		
cdo454	no	1	84.6	84.6	RFLP		
sPb-6600	no	1	84.8	84.8	DArT		
isu165	no	1	84.9	84.9	RFLP		
sPb-7567	no	1	84.6-85.9	85.3	DArT		
sPb-8492	no	1	86.6	86.6	DArT	x	
sPb-9560	no	1	88.8	88.8	DArT		
Xsbarslbk1.54	no	1	88.8-91.8	90.3	SSR		
ST1277	no	1	84.6-97	90.8	RFLP		
ST1847	no	1	84.6-97	90.8	RFLP		
M188582	no	1	91.8	91.8	DArT		
sPb-5724	no	1	91.8-92.4	92.1	DArT		
txp37	Bridge	1	92.4	92.4	SSR		
sPb-0509	no	1	92.4	92.4	DArT		
sPb-3930	no	1	92.4	92.4	DArT		
sPb-6971	no	1	92.4	92.4	DArT		
sPb-0123	no	1	92.4	92.4	DArT		
sPb-0207	no	1	92.4	92.4	DArT		
M189251	no	1	91.8-96.7	94.3	DArT		
Dsenhsbm50	no	1	94.3-94.8	94.55	SSR		
sPb-4211	no	1	94.3-94.8	94.55	DArT		
sPb-4083	no	1	94.3-95.3	94.8	DArT		
txp182	no	1	92.4-98.1	95.25	SSR		
Xsbarslbk1.56	no	1	92.4-98.1	95.25	SSR		
msbcir304b	no	1	96.7	96.7	SSR		
EST2	no	1	97	97	RFLP		
isu164	no	1	97.9	97.9	RFLP		
sPb-1935	no	1	97.9-98.3	98.1	DArT		
txp335	no	1	97.9-98.3	98.1	SSR		
sPb-8883	no	1	97.9-98.3	98.1	DArT		
sPb-3311	no	1	96.7-99.7	98.2	DArT		
isu044	no	1	98.3	98.3	RFLP		
sPb-7185	no	1	98.2-99.4	98.8	DArT		
txp528	no	1	98.2-99.4	98.8	SSR		
sPb-7031	no	1	98.3-100.5	99.4	DArT		
rz251	no	1	98.3-100.5	99.4	RFLP		
msbcir286	no	1	99.7	99.7	SSR		
gpsb173	no	1	99.7	99.7	SSR		
txs1129	no	1	100.5	100.5	RFLP		
txs1225	no	1	105.5	105.5	RFLP		
umc95	no	1	105.5-108.9	107.2	RFLP		
sPb-2683	no	1	105.5-108.9	107.2	DArT		
psb0050	no	1	105.5-108.9	107.2	RFLP		
Xsbarslbk1.58	no	1	105.5-108.9	107.2	SSR		
sPb-3844	no	1	108.9	108.9	DArT		
sPb-5223	no	1	108.9	108.9	DArT		
gap57	Bridge	1	108.9-109.7	109.3	SSR		
Sb6-57	no	1	108.9-109.7	109.3	SSR		########
sPb-8065	no	1	109.3-109.7	109.5	DArT		
txp58	Bridge	1	109.7	109.7	SSR		
ST1595	no	1	110.4	110.4	RFLP		
sPb-3801	no	1	110.6	110.6	DArT		
sPb-9203	no	1	110.6	110.6	DArT		
sPb-9497	no	1	110.4-111.4	110.9	DArT		
sPb-2247	no	1	110.4-111.4	110.9	DArT		
Str80	no	1	110.4-112.3	111.4	RFLP		
Str95	no	1	110.4-112.3	111.4	RFLP		
psb0300	no	1	110.4-112.3	111.4	RFLP		
sPb-4026	no	1	110.4-112.3	111.4	DArT		
sPb-8818	no	1	110.6-112.3	111.45	DArT		
sPb-8423	no	1	109.7-113.6	111.7	DArT		
Str48	no	1	112.3	112.3	RFLP		
sPb-5905	Bridge	1	112.3	112.3	DArT	x	
sPb-7958	no	1	110.4-116.8	113.6	DArT		
sPb-4638	no	1	110.6-116.8	113.7	DArT		
sPb-7833	no	1	110.6-116.8	113.7	DArT		
sPb-3103	no	1	110.6-116.8	113.7	DArT	x	Maps to SBI-02 (10cM) in CIRAD
sPb-5472	no	1	110.6-116.8	113.7	DArT		
sPb-3264	no	1	110.6-116.8	113.7	DArT		
cdo938	no	1	112.3-115.1	113.7	RFLP		
sPb-6083	no	1	111.6-116.4	114	DArT		
gpsb051	no	1	114-116	115	SSR		
Dsenhsbm63	no	1	114-116	115	SSR		
isu051	no	1	115.1	115.1	RFLP		
txp75	Bridge	1	115.1-116	115.55	SSR		
sPb-0097	no	1	115.1-116	115.55	DArT		
Dsenhsbm19	no	1	115.1-116	115.55	SSR		
sPb-5232	no	1	115.1-116	115.55	DArT		
sPb-2594	no	1	115.1-116	115.55	DArT		
sPb-2147	no	1	115.1-116	115.55	DArT		
OP-K20C	no	1	116	116	STS		
M187238	no	1	118.5	118.5	DArT		
txp229	no	1	116-123.4	119.7	SSR		
ST1048-2	no	1	120.1	120.1	RFLP		
Ma3	no	1	115.55-125.7	120.6	gene		
ST166	no	1	120.1-123.8	121.9	RFLP		
Y	no	1	121.9 - 123.8	122.9	gene		
MT17	no	1	123.8	123.8	RFLP		
sPb-4029	no	1	125.7	125.7	DArT		
txp279	Bridge	1	125.7	125.7	SSR		
cup22	no	1	125.7	125.7	SSR		
txp204	no	1	125.7	125.7	SSR		
M343241	no	1	125.7	125.7	DArT		
M187616	no	1	125.7	125.7	DArT		
txs1765	Bridge	1	127.7	127.7	RFLP		
isu133	no	1	127.7-130	128.85	RFLP		
gap36	Bridge	1	127.7-130	128.85	SSR		
csu59	no	1	127.7-130	128.85	RFLP		
sPb-8132	no	1	129.5	129.5	DArT		
OP-K20A	no	1	130	130	STS		
cup60	no	1	129.5-132.6	131.05	SSR		
sPb-4037	no	1	129.5-132.6	131.05	DArT		
sPb-3345	no	1	129.5-132.6	131.05	DArT		
txp154	no	1	129.5-132.6	131.05	SSR		
Xsbarslbk1.64	no	1	129.5-132.6	131.05	SSR		
msbcir336	no	1	132.4	132.4	SSR		
sPb-7422	no	1	132.6	132.6	DArT		
sPb-9156	no	1	132.6	132.6	DArT		
sPb-6772	no	1	132.6-137.5	135.1	DArT		
sPb-8162	no	1	132.6-137.5	135.1	DArT		
cup30	no	1	135.3	135.3	SSR		
cdo1387	no	1	137.3	137.3	RFLP		
sPb-4807	no	1	137.3	137.3	DArT		
sPb-4657	no	1	137.3	137.3	DArT		
sPb-0629	no	1	137.3-137.5	137.4	DArT		
txp522	no	1	137.3-137.7	137.5	SSR		
txp433	no	1	137.7	137.7	SSR		
txp284	Bridge	1	137.7-138.5	138.1	SSR		
Xsbarslbk1.65	no	1	137.7-138.5	138.1	SSR		
txp432	no	1	138.5	138.5	SSR		
umc76	no	1	138.5-139.7	139.1	RFLP		
sPb-6101	no	1	138.5-139.7	139.1	DArT		
sPb-2438	no	1	138.5-139.7	139.1	DArT		
Xsbarslbk1.66	no	1	138.5-139.7	139.1	SSR		
sPb-0131	no	1	138.5-139.7	139.1	DArT		
sPb-3797	no	1	138.5-139.7	139.1	DArT		
txp61	Bridge	1	138.5-139.7	139.1	SSR		
isu049	no	1	138.5-139.7	139.1	RFLP		
sPb-0277		1	139.7	139.7	DArT		
sPb-0746	no	1	139.7	139.7	DArT		
EST15	no	1	139.7	139.7	RFLP		
EST40	no	1	139.7	139.7	RFLP		
sPb-0383	Bridge	1	139.7	139.7	DArT		
sPb-4593	no	1	139.7	139.7	DArT	x	
txs300	no	1	139.7	139.7	RFLP		
sPb-0414	no	1	139.7	139.7	DArT		
sPb-2958	no	1	139.7-141.1	140.4	DArT		
sPb-7154	no	1	139.7-141.1	140.4	DArT		
bnl5.09	Bridge	1	141	141	RFLP		
ST1836-1	no	1	141.1	141.1	RFLP		
bnl14.28	no	1	143.2	143.2	RFLP		
cup44	no	1	140.4-146.9	143.7	DArT		
vrs1	no	1	146.9-152.45	150	gene		
sPb-0233	no	1	146.9-152.45	150	DArT		
sPb-1094	no	1	150-152.1	151.1	DArT		
M343279	no	1	152.1	152.1	DArT		
sPb-6746	no	1	146.9-158	152.45	DArT		
SbRPG80	no	1	155.8	155.8	RFLP		
txs1625	no	1	156.8	156.8	RFLP		
sPb-0725	no	1	158	158	DArT		
Dsenhsbm13	no	1	158	158	SSR		
txp319	Bridge	1	158	158	SSR		
cup62	no	1	158	158	SSR		
txp515	no	1	158.8	158.8	SSR		
txp519	no	1	158.8-159.6	159.2	SSR		
rz329	no	1	159.6	159.6	RFLP		
csu111	no	1	159.6	159.6	RFLP		
txp180	no	1	159.6	159.6	SSR		
txp340	Bridge	1	159.6	159.6	SSR		
sPb-5960	no	1	159.2-163.2	161.2	DArT		
sPb-1902	no	1	159.2-163.2	161.2	DArT		
umc157	no	1	163.2	163.2	RFLP		
M342904	no	1	163.2	163.2	DArT		
M340364	no	1	163.6	163.6	DArT		
sPb-1984	no	1	165.5	165.5	DArT		
sPb-4582	no	1	166.8	166.8	DArT		
sPb-2775	no	1	166.8-168.1	167.45	DArT		
txs1153	Bridge	1	166.8-168.1	167.45	RFLP		
sPb-5527	Bridge	1	166.8-168.1	167.45	DArT		
sPb-5832	Bridge	1	166.8-168.1	167.45	DArT		
sPb-8066	Bridge	1	166.8-168.1	167.45	DArT		
sPb-8275	Bridge	1	166.8-168.1	167.45	DArT		
sPb-5975	no	1	166.8-168.1	167.45	DArT		
sPb-9314	no	1	166.8-168.1	167.45	DArT		
sPb-5431	no	1	166.8-168.1	167.45	DArT		
sPb-1020	Bridge	1	168.1	168.1	DArT		
sPb-0494	no	1	170.5	170.5	DArT	x	Maps to SBI-10 (87cM) IN CIRAD
sPb-6066	no	1	170.5	170.5	DArT		
cup15	no	1	170.5-172.2	171.35	SSR		
sPb-7611	no	1	170.5-172.2	171.35	DArT		
sPb-6366	no	1	170.5-172.2	171.35	DArT		
sPb-9499	no	1	170.5-172.2	171.35	DArT		
sPb-8532	no	1	170.5-172.2	171.35	DArT		
sPb-1060	Bridge	1	172.2	172.2	DArT		
Str37	no	1	172.2-173.6	172.9	RFLP		
sPb-7331	no	1	170.5-175.7	173.1	DArT		
sPb-3577	Bridge	1	173.6	173.6	DArT		
ST1421	no	1	174.8	174.8	RFLP		
rz273	no	1	175.7	175.7	RFLP		
sPb-3861	no	1	175.7	175.7	DArT		
msbcir306	no	1	176.1	176.1	SSR		
txp524	no	1	175.7-179.6	177.7	SSR		
sPb-7850	no	1	175.7-179.6	177.7	DArT		
txp248	Bridge	1	179.6	179.6	SSR		
sPb-9065	no	1	179.6-181.7	180.65	DArT		
sPb-6044	no	1	180.65-181.1	180.9	DArT		
sPb-3043	no	1	180.65-181.1	180.9	DArT		
sPb-2729	no	1	179.6-182.5	181.1	DArT		
sPb-4435	Bridge	1	181.7	181.7	DArT		
gpsb129	no	1	182	182	SSR		
M340373	no	1	182	182	DArT		
FC-6	no	1	182.3	182.3	RFLP		
GE32	no	1	182.3	182.3	RFLP		
SSCIR73	no	1	182.3	182.3	RFLP		
SSCIR87	no	1	182.3	182.3	RFLP		
ST1200-2	no	1	182.3	182.3	RFLP		
sPb-8743	Bridge	1	181.7-183.2	182.45	DArT		
txp316	Bridge	1	181.7-183.2	182.45	SSR		
AW747649	no	1	181.7-183.2	182.45	RFLP		
txp323	no	1	181.7-183.2	182.45	SSR		
cup53	no	1	181.7-183.2	182.45	SSR		
sPb-1050	no	1	181.7-183.2	182.45	DArT		
txp150	no	1	181.7-183.2	182.45	SSR		
txp46	no	1	183.2	183.2	SSR		
sPb-5292	no	1	183.2-191.8	187.5	DArT		
umc164	no	1	191.8	191.8	RFLP		
sPb-7549	no	2	0	0	DArT	x	Maps to SBI-07 (132cM) in S4
sPb-7195	no	2	0	0	DArT		
sPb-5635	no	2	0	0	DArT		
txp96	no	2	0	0	SSR		
txp188	no	2	0	0	SSR		
sPb-4855	no	2	0	0	DArT	x	
sPb-7657	no	2	0	0	DArT		
sPb-7984	no	2	0	0	DArT		
txs1267	no	2	0-4.3	2.15	RFLP		
txp197	no	2	0-4.3	2.15	SSR		
M341662	no	2	2.7	2.7	DArT		
M200042	no	2	2.7	2.7	DArT		
M341592	no	2	3.6	3.6	DArT		
msbcir266	no	2	3.6	3.6	SSR		
txp63	no	2	4.3	4.3	SSR		
PSB0456	no	2	2.15-8.2	5.2	RFLP		
gpsb011	no	2	6.5	6.5	SSR		
sPb-2754	no	2	6.5	6.5	DArT	x	
cup64	no	2	6.5-9.9	8.2	SSR		
gpsb174	no	2	6.5-9.9	8.2	SSR		
M187772	no	2	9.9	9.9	DArT		
sPb-9102	no	2	8.2-12.5	10.4	DArT		
sPb-1631	no	2	12	12	DArT	x	Maps to SBI-05 (117.8cM) in TAMU
sPb-0333	no	2	10-15	12.5	DArT		
sPb-0909	no	2	10-15	12.5	DArT		
sPb-8219	no	2	12.5-15	13.75	DArT		
sPb-7801	no	2	12.5-15	13.75	DArT		
sPb-3103	no	2	12.5-15	13.75	DArT	x	Maps to SBI-01 (113.7cM) in S4
txp25	no	2	15	15	SSR	x	Maps to SBI-04 (99cM) in S2
M342927	no	2	14.6-15.6	15.1	DArT		
gpsb178	no	2	14.6-15.6	15.1	SSR		
M342711	no	2	14.6-15.6	15.1	DArT		
sPb-8345	no	2	14.6-15.6	15.1	DArT		
M340957	no	2	15.6	15.6	DArT		
